date,gz_vibration_g.mean_value
11/27/2025 4:50:10.181000000 PM,-0.109375
11/27/2025 4:50:10.220000000 PM,-0.111328125
11/27/2025 4:50:10.263000000 PM,-0.115234375
11/27/2025 4:50:10.302000000 PM,-0.1064453125
11/27/2025 4:50:10.344000000 PM,-0.11328125
11/27/2025 4:50:10.390000000 PM,-0.1142578125
11/27/2025 4:50:10.429000000 PM,-0.1103515625
11/27/2025 4:50:10.476000000 PM,-0.111328125
11/27/2025 4:50:10.518000000 PM,-0.1064453125
11/27/2025 4:50:10.558000000 PM,-0.111328125
11/27/2025 4:50:10.602000000 PM,-0.111328125
11/27/2025 4:50:10.641000000 PM,-0.115234375
11/27/2025 4:50:10.683000000 PM,-0.109375
11/27/2025 4:50:10.726000000 PM,-0.1064453125
11/27/2025 4:50:10.764000000 PM,-0.1044921875
11/27/2025 4:50:10.807000000 PM,-0.107421875
11/27/2025 4:50:10.848000000 PM,-0.111328125
11/27/2025 4:50:10.886000000 PM,-0.115234375
11/27/2025 4:50:10.928000000 PM,-0.1064453125
11/27/2025 4:50:10.966000000 PM,-0.109375
11/27/2025 4:50:11.007000000 PM,-0.109375
11/27/2025 4:50:11.050000000 PM,-0.109375
11/27/2025 4:50:11.089000000 PM,-0.1044921875
11/27/2025 4:50:11.130000000 PM,-0.111328125
11/27/2025 4:50:11.175000000 PM,-0.11328125
11/27/2025 4:50:11.213000000 PM,-0.1064453125
11/27/2025 4:50:11.256000000 PM,-0.10546875
11/27/2025 4:50:11.294000000 PM,-0.1025390625
11/27/2025 4:50:11.336000000 PM,-0.10546875
11/27/2025 4:50:11.380000000 PM,-0.1162109375
11/27/2025 4:50:11.419000000 PM,-0.1103515625
11/27/2025 4:50:11.475000000 PM,-0.1064453125
11/27/2025 4:50:11.519000000 PM,-0.111328125
11/27/2025 4:50:11.558000000 PM,-0.1123046875
11/27/2025 4:50:11.604000000 PM,-0.107421875
11/27/2025 4:50:11.642000000 PM,-0.11328125
11/27/2025 4:50:11.684000000 PM,-0.115234375
11/27/2025 4:50:11.727000000 PM,-0.1064453125
11/27/2025 4:50:11.766000000 PM,-0.1064453125
11/27/2025 4:50:11.808000000 PM,-0.115234375
11/27/2025 4:50:11.851000000 PM,-0.1064453125
11/27/2025 4:50:11.890000000 PM,-0.1123046875
11/27/2025 4:50:11.933000000 PM,-0.1103515625
11/27/2025 4:50:11.972000000 PM,-0.1064453125
11/27/2025 4:50:12.014000000 PM,-0.111328125
11/27/2025 4:50:12.057000000 PM,-0.111328125
11/27/2025 4:50:12.097000000 PM,-0.1044921875
11/27/2025 4:50:12.138000000 PM,-0.1162109375
11/27/2025 4:50:12.178000000 PM,-0.115234375
11/27/2025 4:50:12.219000000 PM,-0.1064453125
11/27/2025 4:50:12.261000000 PM,-0.11328125
11/27/2025 4:50:12.303000000 PM,-0.1142578125
11/27/2025 4:50:12.344000000 PM,-0.115234375
11/27/2025 4:50:12.386000000 PM,-0.11328125
11/27/2025 4:50:12.425000000 PM,-0.109375
11/27/2025 4:50:12.466000000 PM,-0.1123046875
11/27/2025 4:50:12.506000000 PM,-0.109375
11/27/2025 4:50:12.547000000 PM,-0.1162109375
11/27/2025 4:50:12.601000000 PM,-0.107421875
11/27/2025 4:50:12.642000000 PM,-0.1083984375
11/27/2025 4:50:12.682000000 PM,-0.111328125
11/27/2025 4:50:12.725000000 PM,-0.1064453125
11/27/2025 4:50:12.763000000 PM,-0.1142578125
11/27/2025 4:50:12.804000000 PM,-0.11328125
11/27/2025 4:50:12.847000000 PM,-0.1083984375
11/27/2025 4:50:12.887000000 PM,-0.1162109375
11/27/2025 4:50:12.931000000 PM,-0.1142578125
11/27/2025 4:50:12.975000000 PM,-0.1064453125
11/27/2025 4:50:13.016000000 PM,-0.1123046875
11/27/2025 4:50:13.062000000 PM,-0.1162109375
11/27/2025 4:50:13.102000000 PM,-0.11328125
11/27/2025 4:50:13.143000000 PM,-0.11328125
11/27/2025 4:50:13.196000000 PM,-0.115234375
11/27/2025 4:50:13.247000000 PM,-0.1103515625
11/27/2025 4:50:13.294000000 PM,-0.111328125
11/27/2025 4:50:13.334000000 PM,-0.115234375
11/27/2025 4:50:13.373000000 PM,-0.1142578125
11/27/2025 4:50:13.416000000 PM,-0.111328125
11/27/2025 4:50:13.460000000 PM,-0.111328125
